_source_file,"Station 
Code",Monitoring Location,State,"Temperature 
(°C)",_blank_,"Dissolved 
Oxygen 
(mg/L)",_blank___1,pH,_blank___2,"Conductivity 
(µmho/cm)",_blank___3,"BOD 
(mg/L)",_blank___4,"Nitrate N 
(mg/L)",_blank___5,"Fecal Coliform  
(MPN/100ml)",_blank___6,"Total Coliform  
(MPN/100ml)",_blank___7,"Fecal 
Streptococci 
(MPN/100ml)",_blank___8,State Name,"STN 
Code","NitrateN 
(mg/L)",0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,"Station  
Code"
table_57.csv,1239,"RIVER NARMADA AT BADWANI, M.P.",,19.0,22.0,7.2,7.8,,7.8  8.5,246,346,1.0,1.2,0.82,1.20,2,2,38,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_57.csv,1431,"RIVER NARMADA AT MAHESHWAR, M. P.",,19.5,21.5,7.0,7.9,,7.3  8.5,211,318,1.0,1.2,0.02,1.12,2,2,39,49,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_57.csv,1234,"RIVER NARMADA  NEAR SHAHGANJ GUEST HOUSE  
DISTRICT SEHORE (M.P.)",,14.0,26.0,,5.8  11.0  7.3  8.5,,,188,362,1.0,2.4,1.40,5.97,2,34,130,280,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_57.csv,2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",,19.5,21.5,7.2,7.9,,7.4  8.5,243,328,1.0,1.4,0.83,1.27,2,2,33,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_57.csv,44,RIVER NARMADA AT SETHANIGHAT,,17.0,31.0,7.2,8.5,,7.2  8.2,198,311,1.3,2.1,0.39,1.93,13,170,150,430,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_57.csv,1235,"RIVER NARMADA AT HOSHANGABAD 100 METER D/ S 
AFTER CONFLUENCE OF SPM NALLA M.P.",,12.0,30.0,7.4,8.5,,7.4  8.1,187,315,1.1,1.9,0.55,2.90,22,94,170,430,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",,20.0,21.5,7.1,7.8,,7.5  8.5,194,298,1.0,1.1,0.70,1.08,2,2,31,41,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,1430,RIVER NARMADA AT D/S OF OMKARESHWAR M.P.,,19.5,21.5,7.0,7.8,,7.7  8.4,222,313,1.0,1.1,0.70,1.22,2,2,32,47,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,3322,"RIVER NARMADA AT MANDLA, NEAR SHAMSHANGHAT, 
JABALPUR",,21.3,24.5,6.0,8.0,,7.1  7.8,250,546,1.0,2.0,0.13,1.40,2,6,17,63,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,2099,"RIVER NARMADA AT LALPUR, JABALPUR",,21.0,23.4,7.2,7.8,,7.3  7.9,230,382,1.2,1.6,0.16,0.80,2,2,31,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,3323,"RIVER NARMADA AT TILWARAGHAT,  JABALPUR",,21.2,25.4,7.0,7.8,,7.1  8.0,256,642,1.3,1.9,0.14,1.60,2,14,17,70,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,3324,"RIVER NARMADA AT PANCHWATIGHAT, BEFORE MIXING 
WITH BAWANGANGA RIVER, JABALPUR",,20.5,24.2,7.2,8.0,,7.2  8.1,224,716,1.0,2.0,0.30,1.44,2,9,11,41,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,3325,"RIVER NARMADA AT SARSWATIGHAT, AFTER MIXING 
WITH BAWANGANGA RIVER, JABALPUR",,20.6,24.1,6.7,7.9,,7.4  8.1,242,719,1.4,2.0,0.10,2.26,2,4,14,70,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,2118,RIVER NARMADA RIVER AT D/S OF KAPILDHARA,,22.6,30.4,6.5,7.7,,7.1  8.0,167,,2524  1.2,2.2,0.32,0.45,2,2,41,94,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,2123,RIVER NARMADA AT KORIGHAT HOSHANGABAD,,17.0,31.0,7.1,8.6,,7.3  8.1,184,312,1.1,1.8,0.44,2.20,2,46,110,280,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,3847,RIVER NARMADA AT DHARAMPURI,,19.5,22.0,7.3,7.8,,7.7  8.4,210,315,1.0,1.1,0.02,1.05,2,2,33,41,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4577,"RIVER  NARMADA AT CHANDANGHAT NEAR ROAD 
BRIDGE, DINDORI",,23.0,30.5,6.7,8.2,,7.2  8.1,187,926,1.0,1.8,0.32,1.20,2,8,27,84,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4578,RIVER NARMADA AT PUSKAR DAM AMARKANTAK,,22.8,30.2,6.6,8.1,,6.9  8.0,173,,2756  1.6,2.3,0.32,0.48,2,2,41,110,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4579,"RIVER NARMADA AT DINDORI D/S AFTER MIXING TO 
CITY DOMESTIC NEAR JOGOTIKARIA GHAT",,23.6,30.4,6.7,8.8,,7.6  8.2,194,911,1.2,2.4,0.36,0.70,2,4,43,120,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4580,"RIVER NARMADA NEAR BHAIRAV TAMPLE AT 
SHHASTRADHARA MANDLA",,21.1,24.3,6.8,8.0,,7.2  7.9,271,661,1.2,1.9,0.23,1.30,2,6,17,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4581,"RIVER NARMADA NEAR ROAD BRIDGE (D/S BARGI DAM) 
JABALPUR",,20.9,25.7,7.1,7.9,,7.5  7.9,248,716,1.3,1.8,0.04,1.32,2,6,17,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4582,"RIVER NARMADA AT JAMTARA, NEAR RAILWAY BRIDGE",,21.0,25.6,7.2,7.8,,7.2  8.1,268,711,1.2,1.9,0.06,1.40,2,10,17,94,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4583,"RIVER NARMADA NEAR ROAD BRIDGE JHANSINGHAT 
JABALPUR",,20.6,24.6,6.8,8.0,,7.3  8.1,217,677,1.2,1.9,0.18,2.64,2,13,17,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4584,"RIVER NARMADA N.H. 44 NEAR ROAD BRIDGE AT 
BARMAN. JABALPUR",,21.0,24.7,6.4,7.9,,7.1  7.9,235,671,1.0,2.0,0.24,1.44,2,4,10,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4585,"RIVER NARMADA, BARMANGHAT, 100 MDS OF 
MAINGHAT",,20.8,24.7,6.5,8.1,,7.1  8.1,248,716,1.2,2.4,0.16,1.44,2,4,10,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_58.csv,4586,"RIVER NARMADA S.N. 44 NEAR ROAD BRIDGE NEAR 
JHILKOLI NARSINGPUR",,21.1,24.6,6.7,7.8,,7.4  8.1,233,691,1.2,1.9,0.30,2.64,2,12,17,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4587,"RIVER NARMADA AT NEAR ROAD BRIDGE, SANDIA",,15.0,31.0,7.8,8.7,,7.3  8.2,172,285,1.0,1.7,0.32,2.46,2,10,2,150,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4588,"RIVER NARMADA  AT UP- STREAM OF VILLAGE JAIT 
NEAR NARYANAPURA DISTRICT SEHORE (M.P.)",,15.0,27.0,,6.0  11.5  7.6  8.4,,,213,,3105  1.0,1.7,1.25,7.47,6,26,40,280,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4589,RIVER NARMADA AT D/S OF VILL. JAIT,,15.0,26.0,,6.2  12.2  7.6  8.4,,,214,,3212  1.0,2.0,1.71,6.62,11,147,140,1301,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4590,"RIVER NARMADA AT UP-STREAM  BEFORE 
CONFLUENCE OF RIVER TAWA NEAR BANDRABHAN 
DISTRICT SEHORE M.P.",,14.0,26.0,,5.8  11.0  7.4  8.5,,,184,419,1.0,2.1,0.96,6.16,2,48,150,350,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4591,"RIVER NARMADA AT DOWN-STREAM AFTER 
CONFLUENCE OF RIVER TAWA NEAR 
RAMNAGAR,DISTRICT SEHORE (M.P.)",,16.0,26.0,,6.0  14.1  7.6  8.5,,,190,337,1.0,1.9,1.44,6.95,2,39,120,350,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4592,"RIVER NARMADA AT BUDHNIGHAT, BUDHNI DISTRICT 
SEHORE( M.P.)",,16.0,26.0,,6.2  10.2  7.5  8.3,,,184,,3459  1.0,1.4,0.71,5.04,2,178,120,1400,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4593,"RIVER NARMADA AT DOWN-STREAM OF TEXTILE UNIT 
VILLAGE. HOLIPURA BUDNI DISTRICT SEHORE (M.P.)",,15.0,27.0,,6.0  13.5  7.4  8.5,,,180,478,1.0,2.0,1.16,4.92,2,39,110,350,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4594,"RIVER NARMADA AT BEFOR CONFLU. OF RIVER JAMNER 
VILL. NEMAWAR",,22.0,28.0,6.7,7.6,,7.4  7.9,205,422,1.4,2.0,0.32,0.83,2,2,41,49,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4596,RIVER NARMADA AT HANUWANTIA DIST. KHANDWA,,20.0,21.5,7.3,7.8,,7.7  8.6,211,311,1.0,7.4,0.64,1.14,2,2,31,41,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4597,"RIVER NARMADA AT U/S OMKAREWHWAR DAM 
KHANDWA",,19.5,21.5,7.2,7.8,,7.3  8.5,212,308,1.0,1.1,0.74,2.26,2,2,32,43,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4598,RIVER NARMADA RIVER AT DHARESHWAR,,19.0,21.5,7.2,7.8,,7.6  8.6,205,329,1.0,1.1,,0.84  11.03,2,2,34,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4599,RIVER NARMADA NEAR W/S INTAKE JALLOD,,19.5,21.5,7.3,8.0,,7.8  8.4,248,320,1.0,1.1,0.71,1.12,2,2,34,41,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4600,"RIVER NARMADA RIVER AT SHAHASTRADHARA 
(JALKOTI)",,19.5,21.5,7.2,8.1,,7.7  8.6,209,330,1.0,1.2,0.73,1.91,2,2,38,47,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4601,RIVER NARMADA AT KHALGHAT,,19.5,22.0,7.4,7.8,,7.8  8.6,215,337,1.0,1.2,0.02,1.18,2,2,34,43,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4602,RIVER NARMADA RIVER AT SEMALDA U/S OF BARWANI,,19.0,22.0,7.2,8.0,,7.7  8.4,232,350,1.0,1.1,0.71,1.16,2,2,34,43,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4603,RIVER NARMADA AT KOTESHWAR,,19.5,22.0,6.9,7.8,,7.6  8.5,255,392,1.0,1.1,0.72,1.92,2,2,34,46,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,4605,"RIVER NARMADA AT KAKRANA, INTERSTATE BOUNDRY, 
ALIRAJPUR",,19.5,22.0,7.2,7.7,,7.6  8.5,250,358,1.0,1.2,0.74,2.12,2,2,34,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,30048,"RIVER NARMADA AT NAVAGAM,  NEAR GORA COLONY, 
KEVADIA, GUJARAT (GUJARAT AND MADHYA PRADESH)",,29.0,29.0,7.7,7.7,,8.3  8.3,372,372,2.5,2.5,0.32,0.32,700,700,1100,1100,,,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_59.csv,7,RIVER NARMADA AT GARUDESHWAR,,27.0,34.0,7.3,8.4,,8.0  8.4,190,419,1.0,1.0,0.32,0.83,2,23,20,94,,,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER RAVI  D/S  CHAMERA- III HEP DAM,,9.0,17.0,8.9,9.2,,7.1  8.3,136,274,1.0,1.0,,3.61,2,40,27,3500,2,2,"HIMACHAL 
PRADESH",2615,0.41,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER RAVI AT D/S OF CHAMBA TOWN,,10.0,17.0,8.0,9.0,,7.5  8.1,130,266,1.0,1.0,,3.23,2,78,26,16000,2,2,"HIMACHAL 
PRADESH",2613,0.30,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER RAVI U/S STP AT BHARGA,,10.0,17.5,8.8,9.1,,7.5  8.4,142,281,1.0,1.0,,4.71,2,40,21,9200,2,2,"HIMACHAL 
PRADESH",3873,0.59,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER RAVI D/S STP AT BHAGOT,,10.0,18.5,8.3,9.0,,7.5  8.3,140,264,1.0,1.0,,3.06,2,110,32,9200,2,2,"HIMACHAL 
PRADESH",3874,0.30,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,"RIVER RAVI AT LAKHANPUR,",,19.0,31.0,,8.7  10.8  8.0  8.7,,,175,351,1.0,3.0,,0.83,2200,24000000,7000,160000000,11,540000,"JAMMU & 
KASHMIR",30089,0.32,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER RAVI AT MADHOPUR,,18.0,24.0,,9.0  10.0  7.9  8.4,,,172,237,1.0,1.3,,1.79,37,28000,400,28000,13,790,PUNJAB,30085,0.39,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,"RIVER RAVI AT U/S OF MADHOPUR HEADWORKS, 
GURDASPUR, PUNJAB",,11.0,34.0,,8.1  10.2  7.5  8.2,,,152,207,1.0,1.1,,1.20,18,40,70,140,,,PUNJAB,1097,0.40,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,"RIVER PARVATI BEFORE CONF. TO RIVER BEAS AT 
BHUNTER",,4.0,16.0,7.0,8.6,,6.5  8.1,42,100,1.0,1.0,,0.85,43,170,220,920,2,2,"HIMACHAL 
PRADESH",1290,0.32,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SAINJ D/S LARJI,,6.0,15.0,7.4,8.2,,7.0  8.0,60,145,1.0,1.0,,0.84,22,110,94,920,2,2,"HIMACHAL 
PRADESH",1090,0.32,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER PARVATI AT U/S MANIKARAN,,3.0,15.0,7.2,8.8,,6.8  8.3,40,94,1.0,1.0,,1.06,17,47,63,220,2,2,"HIMACHAL 
PRADESH",2605,0.32,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER PARVATI AT D/S MANIKARAN,,3.0,16.0,7.1,8.7,,6.8  8.0,42,100,1.0,1.0,,1.23,22,94,70,350,2,2,"HIMACHAL 
PRADESH",2606,0.32,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA U/S SITOMAJRI NALLAH,,12.0,23.0,5.8,7.1,,7.4  8.2,331,766,1.0,7.2,,1.73  15.80,2,920,26,1600,2,2,"HIMACHAL 
PRADESH",1551,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA D/S NALAGARH BRIDGE,,12.0,26.0,5.5,7.1,,7.3  8.1,408,,1436  1.0,6.0,,2.62  15.54,4,920,21,1600,2,2,"HIMACHAL 
PRADESH",1552,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA  D/S NALAGARH  TOWN,,11.0,26.0,3.4,7.1,,7.1  8.1,403,,1611  1.0,3.9,,3.05  15.31,2,540,26,1600,2,2,"HIMACHAL 
PRADESH",1868,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA U/S SANDHOLI NALLAH,,11.0,24.0,6.0,7.1,,7.5  8.2,329,768,1.0,3.8,,1.86  11.86,4,46,34,920,2,2,"HIMACHAL 
PRADESH",4485,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER BALD D/S LANDFILLSITE AT BADDI,,12.0,24.0,4.0,7.6,,7.2  8.1,302,,1754  1.0  24.0  1.40,,,9.23,2,1600,12,1600,2,2,"HIMACHAL 
PRADESH",4486,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA D/S HOUSING BOARD NALLAH,,11.0,25.0,3.0,6.9,,7.6  8.2,360,,1913  1.0  16.0  1.48  14.24,,,,7,1600,39,1600,2,9,"HIMACHAL 
PRADESH",4487,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,RIVER SIRSA AFTER CONF. TO RIVER RATTA,,12.0,24.0,5.2,7.1,,7.7  8.3,418,,1385  1.0,5.6,,1.93  12.83,4,540,33,1600,2,2,"HIMACHAL 
PRADESH",4489,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,"RIVER SARSA AT BADDI , ,GHANOLI VILLAGE) PUNJAB",,19.0,27.0,6.0,6.8,,7.6  8.1,330,,1269  3.0  45.0  1.27,,,5.52,3400,490000,28000,1600000,1700,4900,PUNJAB,30012,,,,,,,,,,,,,,,,,,,,,,
table_6.csv,,"RIVER CONFLUENCE POINT OF SARSA NADI WITH 
SUTLEJ, NR VILL ASPUR, ROOPNAGAR",,12.0,29.0,,6.5  12.2  7.2  8.3,,,262,554,1.0,1.2,,4.70,78,460,210,1100,,,PUNJAB,4161,0.90,,,,,,,,,,,,,,,,,,,,,
table_60.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_60.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_60.csv,1244,"RIVER NARMADA AT PANETHA,",,27.0,34.0,7.1,8.3,,8.0  8.4,200,363,1.0,1.0,0.32,0.85,2,21,26,46,,,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_60.csv,1245,"RIVER NARMADA AT CHANDOD,",,26.0,28.0,7.3,8.7,,7.9  8.7,298,426,1.0,1.0,1.16,1.36,9,50,34,140,,,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_60.csv,1981,"RIVER NARMADA AT ZANOR (NTPC), BHARUCHRIVER 
NARMADA AT ZANOR (NTPC), BHARUCH",,25.0,30.0,7.0,8.4,,7.7  8.5,282,518,1.0,1.0,0.30,0.30,13,78,46,140,2,21,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_60.csv,1243,"RIVER NARMADA AT BHARUCH, ZADESHVAR,",,25.0,30.0,6.3,8.3,,7.9  8.5,270,770,1.0,1.0,0.30,0.30,39,170,140,340,11,40,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_61.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_61.csv,,,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,"Primary Water Quality Criteria notified under The E (P) Rules, 1986"
table_61.csv,,"RIVER CHOTA TAWA BEFORE CONFL. WITH RIVER 
NARMADA, M.P.",,20.0,21.0,7.3,7.7,,7.6  8.6,322,514,1.0,1.2,0.79,1.28,2,2,36,58,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,1236
table_61.csv,,"RIVER GOUR NEAR BHOGDWAR WSS INTAKE POINT, 
JABALPUR",,21.1,24.6,7.5,7.7,,7.2  7.8,267,394,1.2,1.6,0.12,3.95,2,23,32,93,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,2100
table_61.csv,,RIVER KUNDA AT KHARGONE,,20.0,22.0,1.9,7.7,,7.7  8.6,310,,1165  1.0  10.0  1.08,,,3.30,2,40,49,920,2,8,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,2114
table_61.csv,,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE 
POINT, JABALPUR",,20.2,24.3,7.0,7.8,,7.3  8.1,275,523,1.2,2.0,0.22,1.34,2,10,17,49,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,3305
table_61.csv,,"RIVER  HIRAN, NH 7 ROAD BRIDGE, SIHORA, DIST 
JABALPUR",,20.1,24.2,6.3,7.8,,7.4  8.0,228,713,1.2,2.2,0.14,1.60,2,9,17,48,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,3828
table_61.csv,,"RIVER HIRAN, NH -12 ROAD BRIDGE VIL VIKRAMPUR 
,DIST NARSINGPUR",,20.9,24.6,6.3,7.9,,7.1  8.1,208,641,1.2,2.0,0.27,1.44,2,6,10,70,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,3829
table_61.csv,,"RIVER HIRAN AFTER MIXING PARIYAT RIVER NEAR 
ROAD BRIDGE AT VILL GANIYARI, JABALPUR",,20.3,25.0,5.7,7.9,,6.4  7.9,290,,10850  1.8  12.0  0.29,,,1.60,2,14,17,540,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,4613
table_61.csv,,"RIVER BANJAR RIVER NEAR ROAD BRIDGE, VILL. 
KHARRADHAR  MALANJKHAND.",,20.4,24.5,7.1,7.9,,7.3  8.1,278,497,1.0,1.9,0.21,1.34,2,12,11,47,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,4616
table_61.csv,,"RIVER WAINGANGA RIVER NEAR VILL. BUDUNDA 
MALANJKHAND, DISTT BALAGHAT",,20.3,24.3,7.2,7.6,,7.2  7.8,270,521,1.0,1.9,0.25,1.34,2,10,11,47,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,4617
table_62.csv,,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",,,,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",,,,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,9,RIVER TAPI AT NEPANAGAR,,20.0,22.0,6.9,7.8,,7.7  8.5,194,592,1.0,1.6,0.51,1.36,2,2,40,89,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,10,RIVER TAPI AT BURHANPUR,,20.0,22.0,6.6,7.9,,7.8  8.9,246,,1043  1.0,3.0,0.71,1.38,2,4,49,210,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,1250,RIVER TAPI AT HATNUR M.P.,,20.0,22.0,4.6,7.6,,7.7  8.6,220,,1195  1.0,3.0,,0.44  49.01,2,2,2,350,2,2,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,1466,"RIVER TAPI AT VILLAGE KHEDI, NEAR AMARAWATI ROAD 
BRIDGE , BETUL",,16.0,31.0,7.1,7.7,,7.1  8.1,284,774,1.4,2.0,0.48,5.04,2,7,10,120,,,"MADHYA 
PRADESH",,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,46,"RIVER TAPI AT UKAI, SHERULA BRIDGE",,27.0,30.0,6.6,8.0,,7.2  8.5,295,537,1.0,1.9,0.32,1.14,2,6,4,26,,,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,1247,"RIVER TAPI AT MANDAVI,",,18.0,32.0,7.0,7.7,,6.9  8.5,337,600,1.0,2.0,0.30,0.52,2,4,4,17,2,2,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,1983,"RIVER TAPI NEAR BARDOLI (KAPP BRIDGE) 
BARDOLIKAKRAPAR,SURAT",,20.0,30.0,7.0,7.6,,6.8  8.5,348,535,1.0,1.9,0.30,6.00,2,2,2,113,2,2,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
table_62.csv,47,"RIVER TAPI AT KATHORE, (NH-8 BRIDGE)RIVER TAPI AT 
KATHORE, (NH-8 BRIDGE) U/S OF SURAT CITY",,18.0,31.0,7.1,8.0,,6.8  8.5,404,,4723  1.0,1.9,0.30,0.30,6,21,24,58,2,6,GUJARAT,,,,,,,,,,,,,,,,,,,,,,,
